"","CountryName","RegionName","Country_Region","IsSpecialty","Date","PredictedDailyNewCases","Percent_Immune","S","I","R","beta","gamma","Re"
"32","Cape Verde","","Cape Verde ",0,2020-12-19,"0",18.9981370697376,0.801731991827382,0.00828663747524215,0.189981370697376,0.0452399649114418,0.055,0.822544816571669
"33","Central African Republic","","Central African Republic ",0,2020-12-19,"0",1.01073897300856,0.989869465931534,0.0000231443383805135,0.0101073897300856,0,0.055,0
"34","Chad","","Chad ",0,2020-12-19,"0",0.0986541712509005,0.998952456930119,0.0000610013573715209,0.000986541712509005,0.00102277724934287,0.055,0.0185959499880522
"35","Chile","","Chile ",0,2020-12-19,"0",27.7080827932286,0.713348965100336,0.00957020696737809,0.277080827932286,0.069679116682232,0.055,1.26689303058604
"36","China","","China ",0,2020-12-19,"0",0.0577217728111787,0.999421623394346,0.00000115887754222716,0.000577217728111787,0.0000095878357810161,0.055,0.000174324286927565
"37","Colombia","","Colombia ",0,2020-12-19,"0",24.8439845919918,0.731364367641768,0.0201957864383138,0.248439845919918,0.164967041672219,0.055,2.99940075767671
"38","Comoros","","Comoros ",0,2020-12-19,"0",0.689512488715016,0.992893281673187,0.000211593439662955,0.00689512488715016,0,0.055,0
"39","Congo","","Congo ",0,2020-12-19,"0",1.05695281348969,0.988943091043157,0.000487380821946019,0.0105695281348969,0,0.055,0
"40","Costa Rica","","Costa Rica ",0,2020-12-19,"0",26.315150139828,0.716472056595469,0.0203764420062511,0.26315150139828,0,0.055,0
"41","Cote d'Ivoire","","Cote d'Ivoire ",0,2020-12-19,"0",0.776311596429698,0.99211041632216,0.00012646771354335,0.00776311596429698,0.00102356962400193,0.055,0.0186103568000351
"42","Croatia","","Croatia ",0,2020-12-19,"0",30.0356395820296,0.609547150039206,0.0900964541404981,0.300356395820296,0.40221500818339,0.055,7.31300014878891
"43","Cuba","","Cuba ",0,2020-12-19,"0",0.702119679876142,0.992108463816554,0.000870339384684711,0.00702119679876142,0.00693940714508199,0.055,0.126171039001491
"44","Cyprus","","Cyprus ",0,2020-12-19,"0",8.52829268497769,0.881454511820326,0.033262561329897,0.085282926849777,0.418241518921351,0.055,7.60439125311547
"45","Czech Republic","","Czech Republic ",0,2020-12-19,"0",46.9107266134845,0.480264947710712,0.0506277861544436,0.469107266134845,0.494724941616761,0.055,8.99499893848656
"46","Democratic Republic of Congo","","Democratic Republic of Congo ",0,2020-12-19,"0",0.136901830356543,0.998460953096056,0.000170028600378223,0.00136901830356543,0.00206338884619751,0.055,0.0375161608399547
"47","Denmark","","Denmark ",0,2020-12-19,"0",13.3389270609002,0.815172260912171,0.0514384684788272,0.133389270609002,0.340285093648322,0.055,6.18700170269676
"48","Djibouti","","Djibouti ",0,2020-12-19,"0",5.51805668016194,0.944206072874494,0.00061336032388664,0.0551805668016194,0.000607287449392713,0.055,0.0110415899889584
"49","Dominica","","Dominica ",0,2020-12-19,"0",1.13926701570681,0.988356020942408,0.00025130890052356,0.0113926701570681,0,0.055,0
"50","Dominican Republic","","Dominican Republic ",0,2020-12-19,"0",12.7424066018247,0.864411043233213,0.0081648907485405,0.127424066018247,0.0627770695000235,0.055,1.14140126363679
"51","Ecuador","","Ecuador ",0,2020-12-19,"0",10.4844433395715,0.890990641416163,0.00416492518812219,0.104844433395715,0.0311850771414065,0.055,0.567001402571027
"52","Egypt","","Egypt ",0,2020-12-19,"0",1.08736217391758,0.988622852584357,0.000503525676467515,0.0108736217391758,0.00358237294272999,0.055,0.0651340535041816
"53","El Salvador","","El Salvador ",0,2020-12-19,"0",5.68418667001736,0.939397845118987,0.00376028818083918,0.0568418667001736,0.0738182034024518,0.055,1.34214915277185
"54","Eritrea","","Eritrea ",0,2020-12-19,"0",0.0910873453182565,0.998914489847063,0.000174636699754456,0.000910873453182565,0.0012826424275751,0.055,0.0233207714104564
"55","Estonia","","Estonia ",0,2020-12-19,"0",8.90717546088117,0.871478098957057,0.039450146434131,0.0890717546088117,0.253743776078279,0.055,4.61352320142325
"56","Eswatini","","Eswatini ",0,2020-12-19,"0",5.31152492233856,0.942421588671946,0.00446316210466796,0.0531152492233856,0.0532683310290614,0.055,0.968515109619298
"57","Ethiopia","","Ethiopia ",0,2020-12-19,"0",0.96746721845539,0.989834228819941,0.000491098995504796,0.0096746721845539,0.00257634707932606,0.055,0.0468426741695647
"58","Faeroe Islands","","Faeroe Islands ",0,2020-12-19,"0",9.26655152561888,0.903189407023604,0.00414507772020725,0.0926655152561888,0.0575705238917674,0.055,1.04673679803213
"59","Fiji","","Fiji ",0,2020-12-19,"0",0.0435291425018029,0.999538798371112,0.0000259102038701208,0.000435291425018029,0,0.055,0
"60","Finland","","Finland ",0,2020-12-19,"0",4.31631990066274,0.948833148038522,0.00800365295485063,0.0431631990066274,0.0293463665372009,0.055,0.53357030067638
"61","France","","France ",0,2020-12-19,"0",32.7002063670208,0.652086390756581,0.0209115455732112,0.327002063670208,0.157203126395331,0.055,2.85823866173329
"62","Gabon","","Gabon ",0,2020-12-19,"0",4.1738047209541,0.957735357610504,0.000526595179955409,0.041738047209541,0,0.055,0
"63","Gambia","","Gambia ",0,2020-12-19,"0",1.48647642125439,0.985028477225668,0.00010675856178838,0.0148647642125439,0,0.055,0
"64","Georgia","","Georgia ",0,2020-12-19,"0",35.0189972283042,0.540743714180094,0.109066313536864,0.350189972283042,0.468783042020976,0.055,8.52332803674502
"65","Germany","","Germany ",0,2020-12-19,"0",12.259097572659,0.847772796367113,0.0296362279062974,0.12259097572659,0.155249319732414,0.055,2.82271490422571
"66","Ghana","","Ghana ",0,2020-12-19,"0",1.59625449024135,0.983653970303421,0.000383484794164955,0.0159625449024135,0,0.055,0
"67","Greece","","Greece ",0,2020-12-19,"0",9.69583003215757,0.889793183456595,0.013248516221829,0.0969583003215757,0.051865796723302,0.055,0.943014485878218
"68","Greenland","","Greenland ",0,2020-12-19,"0",0.308125746687827,0.996811754426633,0.000106988106488829,0.00308125746687827,0,0.055,0
"69","Guam","","Guam ",0,2020-12-19,"0",38.974492667753,0.599447785513257,0.0108072878092135,0.38974492667753,0,0.055,0
"70","Guatemala","","Guatemala ",0,2020-12-19,"0",6.54065335801802,0.931304371706217,0.00328909471360328,0.0654065335801802,0.0178503969285261,0.055,0.324552671427747
"71","Guinea","","Guinea ",0,2020-12-19,"0",1.01449514684404,0.989655439903022,0.000199608628538089,0.0101449514684404,0.00101495912815978,0.055,0.0184538023301778
"72","Guyana","","Guyana ",0,2020-12-19,"0",6.59811430140664,0.928816403746987,0.00520245323894669,0.0659811430140664,0.0221218686113569,0.055,0.402215792933762
"73","Haiti","","Haiti ",0,2020-12-19,"0",0.779940218429835,0.992002339932547,0.000198257883154776,0.00779940218429835,0.00136367856138206,0.055,0.024794155661492
"74","Honduras","","Honduras ",0,2020-12-19,"0",10.4923779408916,0.890254827879592,0.00482139271149274,0.104923779408916,0,0.055,0
"75","Hong Kong","","Hong Kong ",0,2020-12-19,"0",0.80851745522631,0.990568683580764,0.00134614186697285,0.0080851745522631,0.00872351150416414,0.055,0.158609300075712
"76","Hungary","","Hungary ",0,2020-12-19,"0",21.5765576219746,0.735199559519111,0.0490348642611433,0.215765576219746,0.251233107368459,0.055,4.56787467942653
"77","Iceland","","Iceland ",0,2020-12-19,"0",15.1690144559742,0.844652637563261,0.00365721787699674,0.151690144559742,0.0298907230331465,0.055,0.543467691511755
"78","India","","India ",0,2020-12-19,"0",6.58280273507971,0.93185976260503,0.00231221004417316,0.0658280273507971,0.0115756153919757,0.055,0.210465734399558
"79","Indonesia","","Indonesia ",0,2020-12-19,"0",1.89134557906453,0.978586438322702,0.0025001058866526,0.0189134557906453,0.017002553874553,0.055,0.309137343173691
"80","Iran","","Iran ",0,2020-12-19,"0",10.9960087244942,0.877458785260653,0.0125811274944043,0.109960087244942,0.0458681359074558,0.055,0.833966107408287
"81","Iraq","","Iraq ",0,2020-12-19,"0",13.1878210532599,0.863892663241933,0.00422912622546792,0.131878210532599,0.0194965538312108,0.055,0.354482796931105
"82","Ireland","","Ireland ",0,2020-12-19,"0",14.1039405109901,0.851696610586202,0.00726398430389652,0.141039405109901,0.0634292373140513,0.055,1.15325886025548
"83","Israel","","Israel ",0,2020-12-19,"0",37.398423089965,0.602102515904563,0.0239132531957874,0.37398423089965,0.18952034738465,0.055,3.44582449790273
"84","Italy","","Italy ",0,2020-12-19,"0",25.4291334171747,0.714232739183232,0.0314759266450206,0.254291334171747,0.161804574013362,0.055,2.94190134569749
"85","Jamaica","","Jamaica ",0,2020-12-19,"0",3.78941762965555,0.95919017613812,0.00291564756532426,0.0378941762965555,0.0211246917940475,0.055,0.384085305346318
"86","Japan","","Japan ",0,2020-12-19,"0",1.13067300325552,0.986518683504277,0.00217458646316804,0.0113067300325552,0.0145260231467103,0.055,0.264109511758369
"87","Jordan","","Jordan ",0,2020-12-19,"0",20.6458917426744,0.764620556781867,0.0289205257913892,0.206458917426744,0.0754474066497608,0.055,1.37177102999565
"88","Kazakhstan","","Kazakhstan ",0,2020-12-19,"0",8.92491319164751,0.905828599232017,0.00492226885150841,0.089249131916475,0.0216331862663672,0.055,0.393330659388495
"89","Kenya","","Kenya ",0,2020-12-19,"0",1.49286489207922,0.983957522615784,0.00111382846342405,0.0149286489207922,0.004351764182883,0.055,0.0791229851433273
"90","Kosovo","","Kosovo ",0,2020-12-19,"0",20.6027967479675,0.766118373983739,0.0278536585365854,0.206027967479675,0.11219512195122,0.055,2.039911308204
"91","Kuwait","","Kuwait ",0,2020-12-19,"0",32.063534361096,0.672644711913231,0.00671994447580897,0.32063534361096,0.0342811300877564,0.055,0.623293274322844
"92","Kyrgyz Republic","","Kyrgyz Republic ",0,2020-12-19,"0",11.1226852438252,0.883326979100697,0.0054461684610513,0.111226852438252,0.0220392653578214,0.055,0.400713915596753
"93","Laos","","Laos ",0,2020-12-19,"0",0.00514599563470029,0.999946890686078,0.00000164935757522445,0.0000514599563470029,0,0.055,0
"94","Latvia","","Latvia ",0,2020-12-19,"0",8.59265860274942,0.874412570275335,0.0396608436971706,0.0859265860274942,0.27363151480205,0.055,4.97511845094636
"95","Lebanon","","Lebanon ",0,2020-12-19,"0",17.9953453584346,0.796210737907931,0.0238358085077237,0.179953453584346,0.142935735325682,0.055,2.59883155137604
"96","Lesotho","","Lesotho ",0,2020-12-19,"0",0.945100219442278,0.989403472705554,0.00114552510002339,0.00945100219442278,0,0.055,0
"97","Liberia","","Liberia ",0,2020-12-19,"0",0.301815624398813,0.99676423374469,0.000217610011322028,0.00301815624398813,0,0.055,0
"98","Libya","","Libya ",0,2020-12-19,"0",11.5693959515881,0.875264066251344,0.00904197423277473,0.115693959515881,0,0.055,0
"99","Lithuania","","Lithuania ",0,2020-12-19,"0",21.0608106222726,0.688694088076775,0.100697805700499,0.210608106222726,0.690937111629594,0.055,12.5624929387199
"100","Luxembourg","","Luxembourg ",0,2020-12-19,"0",53.1821885114173,0.38575668793472,0.0824214269511069,0.531821885114173,0,0.055,0
"101","Macao","","Macao ",0,2020-12-19,"0",0.0680080389937397,0.999319919610063,0,0.000680080389937397,0,0.055,0
"102","Madagascar","","Madagascar ",0,2020-12-19,"0",0.601182665079341,0.993934870866792,0.000053302482415056,0.00601182665079341,0,0.055,0
"103","Malawi","","Malawi ",0,2020-12-19,"0",0.302503634091712,0.996935758124223,0.0000392055348596797,0.00302503634091712,0.000156822139438719,0.055,0.00285131162615853
"104","Malaysia","","Malaysia ",0,2020-12-19,"0",1.94862268889027,0.975916355926477,0.00459741718462019,0.0194862268889027,0.0213742823139802,0.055,0.38862331479964
"105","Mali","","Mali ",0,2020-12-19,"0",0.223279704099086,0.997351812639016,0.000415390319993257,0.00223279704099086,0.00130365007701165,0.055,0.0237027286729391
"106","Mauritania","","Mauritania ",0,2020-12-19,"0",1.77582093134592,0.977637581086609,0.00460420959993187,0.0177582093134592,0.0299376857394673,0.055,0.544321558899405
"107","Mauritius","","Mauritius ",0,2020-12-19,"0",0.380446748149034,0.99610589352775,0.0000896389907593209,0.00380446748149034,0,0.055,0
"108","Mexico","","Mexico ",0,2020-12-19,"0",8.29115376137202,0.908185542272568,0.0089029201137123,0.0829115376137202,0.05644337711458,0.055,1.02624322026509
"109","Moldova","","Moldova ",0,2020-12-19,"0",39.0349782876931,0.551216729951622,0.0584334871714466,0.390349782876931,0.276772262783675,0.055,5.03222295970318
"110","Monaco","","Monaco ",0,2020-12-19,"0",15.2647519582245,0.830746736292428,0.0166057441253264,0.152647519582245,0.12532637075718,0.055,2.27866128649418
"111","Mongolia","","Mongolia ",0,2020-12-19,"0",0.234561310927344,0.997381683743659,0.000272703147067526,0.00234561310927344,0.00146417797083235,0.055,0.0266214176514973
"112","Morocco","","Morocco ",0,2020-12-19,"0",9.26787781057779,0.898318595003706,0.00900262689051588,0.0926787781057779,0.046051861581076,0.055,0.837306574201382
"113","Mozambique","","Mozambique ",0,2020-12-19,"0",0.482250846932701,0.994849804521998,0.000327687008675451,0.00482250846932701,0.00266833592301627,0.055,0.0485151986002958
"114","Myanmar","","Myanmar ",0,2020-12-19,"0",1.6005293164099,0.981458619586913,0.00253608724898823,0.016005293164099,0.0109061235292172,0.055,0.198293155076676
"115","Namibia","","Namibia ",0,2020-12-19,"0",5.43302484744608,0.93617470940472,0.00949504212081916,0.0543302484744608,0.0935099895509671,0.055,1.7001816281994
"116","Nepal","","Nepal ",0,2020-12-19,"0",7.976801016696,0.916018108669529,0.00421388116351127,0.07976801016696,0.0151624550278381,0.055,0.275681000506147
"117","Netherlands","","Netherlands ",0,2020-12-19,"0",29.3284291823131,0.654488880920733,0.0522268272561359,0.293284291823131,0.427794266569368,0.055,7.77807757398851
"118","New Zealand","","New Zealand ",0,2020-12-19,"0",0.409901388008419,0.995831308856291,0.000069677263624549,0.00409901388008419,0.000746542110263025,0.055,0.0135734929138732
"119","Nicaragua","","Nicaragua ",0,2020-12-19,"0",0.83819076725769,0.991527520192303,0.0000905721351203417,0.0083819076725769,0,0.055,0
"120","Niger","","Niger ",0,2020-12-19,"0",0.0613914097303203,0.999131775557157,0.000254310345539844,0.000613914097303203,0.00128890233606939,0.055,0.0234345879285344
"121","Nigeria","","Nigeria ",0,2020-12-19,"0",0.314615549175272,0.996560014486106,0.000293830022140968,0.00314615549175272,0.00267779713095285,0.055,0.0486872205627791
"122","Norway","","Norway ",0,2020-12-19,"0",6.40148630175269,0.92824779418587,0.00773734279660321,0.0640148630175269,0.0415034122260936,0.055,0.754607495019884
"123","Oman","","Oman ",0,2020-12-19,"0",23.2543052888541,0.763801696070948,0.0036552510405109,0.232543052888541,0,0.055,0
"124","Pakistan","","Pakistan ",0,2020-12-19,"0",1.74049819925851,0.981128864857876,0.00146615314953882,0.0174049819925851,0.00710300773671011,0.055,0.129145595212911
"125","Palestine","","Palestine ",0,2020-12-19,"0",18.0705758241758,0.775498197802198,0.043796043956044,0.180705758241758,0.211516483516483,0.055,3.84575424575424
"126","Panama","","Panama ",0,2020-12-19,"0",36.890464769013,0.572311645101579,0.0587837072082919,0.36890464769013,0.455273714664083,0.055,8.27770390298333
"127","Papua New Guinea","","Papua New Guinea ",0,2020-12-19,"0",0.070387650686977,0.999235097614581,0.0000610258785491131,0.00070387650686977,0,0.055,0
"128","Paraguay","","Paraguay ",0,2020-12-19,"0",11.0938126092003,0.875873300639969,0.0131885732680289,0.110938126092003,0.0724286362021485,0.055,1.31688429458452
"129","Peru","","Peru ",0,2020-12-19,"0",28.0247753129078,0.715047870829465,0.00470437604145645,0.280247753129078,0,0.055,0
"130","Philippines","","Philippines ",0,2020-12-19,"0",3.78135356543946,0.960811099157101,0.00137536518850453,0.0378135356543946,0.00811453962882168,0.055,0.147537084160394
"131","Poland","","Poland ",0,2020-12-19,"0",25.1324632475019,0.71789015402198,0.0307852135030003,0.251324632475019,0.178288090312763,0.055,3.24160164205024
"132","Portugal","","Portugal ",0,2020-12-19,"0",28.0618540746824,0.67800046073689,0.041380998516286,0.280618540746824,0.225661044166309,0.055,4.10292807575107
"133","Puerto Rico","","Puerto Rico ",0,2020-12-19,"0",17.6322236759456,0.794544494246996,0.0291332689935484,0.176322236759456,0.226296143143321,0.055,4.11447532987856
"134","Qatar","","Qatar ",0,2020-12-19,"0",46.260752579005,0.531442566311692,0.00594990789825803,0.46260752579005,0.0295725208803864,0.055,0.537682197825207
"135","Romania","","Romania ",0,2020-12-19,"0",23.7215329012198,0.72900410969279,0.033780561295012,0.237215329012198,0.160871697128309,0.055,2.92493994778744
"136","Russia","","Russia ",0,2020-12-19,"0",14.971779318308,0.830113440922542,0.020168765894378,0.14971779318308,0.114182762396452,0.055,2.07605022539004
"137","Rwanda","","Rwanda ",0,2020-12-19,"0",0.439819650966344,0.99500700188956,0.000594801600776022,0.00439819650966344,0.00588316225066626,0.055,0.10696658637575
"138","San Marino","","San Marino ",0,2020-12-19,"0",45.2068240243048,0.467831268988081,0.0801004907688712,0.452068240243048,0.613461089039495,0.055,11.1538379825363
"139","Saudi Arabia","","Saudi Arabia ",0,2020-12-19,"0",9.85427906020563,0.900901396457751,0.000555812940192718,0.0985427906020563,0.00272305254419998,0.055,0.0495100462581815
"140","Senegal","","Senegal ",0,2020-12-19,"0",0.974209999379979,0.989666389413159,0.000591510593041406,0.00974209999379979,0.00420074701392169,0.055,0.0763772184349398
"141","Serbia","","Serbia ",0,2020-12-19,"0",19.2758760043496,0.729581037591285,0.0776602023652195,0.192758760043496,0.266991066305872,0.055,4.85438302374313
"142","Seychelles","","Seychelles ",0,2020-12-19,"0",1.78632800187093,0.980977559051115,0.00115916093017581,0.0178632800187093,0,0.055,0
"143","Sierra Leone","","Sierra Leone ",0,2020-12-19,"0",0.290275157913712,0.997034066638979,0.0000631817818842036,0.00290275157913712,0.000827380477055047,0.055,0.0150432814010009
"144","Singapore","","Singapore ",0,2020-12-19,"0",9.5531645842243,0.904288877470753,0.000179476687003939,0.095531645842243,0.0017434878166097,0.055,0.0316997784838127
"145","Slovak Republic","","Slovak Republic ",0,2020-12-19,"0",18.626100392663,0.767481017986162,0.0462579780872079,0.18626100392663,0.346286441491951,0.055,6.29611711803547
"146","Slovenia","","Slovenia ",0,2020-12-19,"0",35.0089516859088,0.569452095252481,0.0804583878884315,0.350089516859088,0.420791769643924,0.055,7.65075944807135
"147","Solomon Islands","","Solomon Islands ",0,2020-12-19,"0",0.0249978172861744,0.999750021827138,0,0.000249978172861744,0,0.055,0
"148","Somalia","","Somalia ",0,2020-12-19,"0",0.268854283075066,0.997231800555948,0.0000796566133015596,0.00268854283075066,0,0.055,0
"149","South Africa","","South Africa ",0,2020-12-19,"0",12.7873982716529,0.859968136203986,0.0121578810794843,0.127873982716529,0.110665064428164,0.055,2.01209208051207
"150","South Korea","","South Korea ",0,2020-12-19,"0",0.648848231154835,0.991814357883785,0.00169715980466629,0.00648848231154835,0.0128147151159122,0.055,0.232994820289313
"151","South Sudan","","South Sudan ",0,2020-12-19,"0",0.266635101362594,0.997270935278471,0.0000627137079033119,0.00266635101362594,0,0.055,0
"152","Spain","","Spain ",0,2020-12-19,"0",33.8416646957451,0.643515638123659,0.0180677149188902,0.338416646957451,0,0.055,0
"153","Sri Lanka","","Sri Lanka ",0,2020-12-19,"0",1.07538655156908,0.985845903160235,0.00340023132407417,0.0107538655156908,0.017316382021243,0.055,0.314843309477145
"154","Sudan","","Sudan ",0,2020-12-19,"0",0.389917640571357,0.99547467847804,0.000626145116245975,0.00389917640571357,0.00487123385890663,0.055,0.0885678883437569
"155","Suriname","","Suriname ",0,2020-12-19,"0",8.85348703970555,0.909465094880119,0.00200003472282505,0.0885348703970555,0.0541676070765117,0.055,0.984865583209304
"156","Sweden","","Sweden ",0,2020-12-19,"0",23.1109729272378,0.705700325716773,0.0631899450108498,0.231109729272378,0,0.055,0
"157","Switzerland","","Switzerland ",0,2020-12-19,"0",36.2799345829315,0.586512131899002,0.0506885222716833,0.362799345829315,0,0.055,0
"158","Syria","","Syria ",0,2020-12-19,"0",0.432642018374395,0.994961492305032,0.000712087511223864,0.00432642018374395,0.00418269987334191,0.055,0.0760490886062165
"159","Taiwan","","Taiwan ",0,2020-12-19,"0",0.0272077138907346,0.999706761305844,0.0000211615552483491,0.000272077138907346,0.000100769310706424,0.055,0.00183216928557135
"160","Tajikistan","","Tajikistan ",0,2020-12-19,"0",1.22737216577048,0.987290950753567,0.000435327588728664,0.0122737216577048,0.0022018013880785,0.055,0.0400327525105182
"161","Tanzania","","Tanzania ",0,2020-12-19,"0",0.00818023599137098,0.999918197640086,0,0.0000818023599137098,0,0.055,0
"162","Thailand","","Thailand ",0,2020-12-19,"0",0.0551243726753037,0.999373025590352,0.0000757306828950576,0.000551243726753037,0.00495129095885961,0.055,0.0900234719792656
"163","Timor-Leste","","Timor-Leste ",0,2020-12-19,"0",0.0243316608132688,0.999751614295865,0.00000506909600276435,0.000243316608132688,0,0.055,0
"164","Togo","","Togo ",0,2020-12-19,"0",0.331655755674312,0.996405343404685,0.000278099038571895,0.00331655755674312,0.0032061543294003,0.055,0.0582937150800055
"165","Trinidad and Tobago","","Trinidad and Tobago ",0,2020-12-19,"0",4.57470160515846,0.953013959390863,0.00123902455755248,0.0457470160515846,0.00814583619152147,0.055,0.148106112573118
"166","Tunisia","","Tunisia ",0,2020-12-19,"0",7.86032953596355,0.910033955743899,0.0113627488964658,0.0786032953596355,0.0796539764925158,0.055,1.44825411804574
"167","Turkey","","Turkey ",0,2020-12-19,"0",7.27175604159814,0.832285325138823,0.0949971144451954,0.0727175604159814,0.157898355693216,0.055,2.87087919442211
"168","Uganda","","Uganda ",0,2020-12-19,"0",0.429388010631248,0.99443806735606,0.00126805253762778,0.00429388010631248,0.00827703683917584,0.055,0.150491578894106
"169","Ukraine","","Ukraine ",0,2020-12-19,"0",16.5146844673459,0.804969606776567,0.0298835485499738,0.165146844673459,0.167088301253389,0.055,3.03796911369798
"170","United Arab Emirates","","United Arab Emirates ",0,2020-12-19,"0",16.3901932398704,0.822597099693217,0.013500967908079,0.163901932398704,0.0760737531194384,0.055,1.38315914762615
"171","United Kingdom","","United Kingdom ",0,2020-12-19,"0",23.0455538181496,0.73762628061914,0.0319181811993637,0.230455538181496,0.239094914562,0.055,4.34718026476364
"172","United Kingdom","England","United Kingdom England",0,2020-12-19,"0",24.528703108253,0.719555091103966,0.0351578778135048,0.24528703108253,0.0897427652733119,0.055,1.63168664133294
"173","United Kingdom","Northern Ireland","United Kingdom Northern Ireland",0,2020-12-19,"0",26.8947927736451,0.702690754516471,0.0283613177470776,0.268947927736451,0.155897980871413,0.055,2.8345087431166
